ID	CONCEPT	DOCULECT	SUBGROUP	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	BORROWING	NOTE
5667	arrive	Matses	Pano	chinun	chinun	tʃ i n u n	115	2158	tʃ i n u n			None
5668	press	Matses	Pano	mish	mish	m i ʃ	4282	8624	m i ʃ			None
5669	press	Matses	Pano	tsuidca	tsuidca	ts u i d + k a	4288	8632 1206	ts u i d + k a	 _:verbal		None
5670	drum	Matses	Pano	tuncate	tuncate	t u n k a + t e	1588	3153 161	t u n k a + t e	 _:instr		None
5671	basket	Matses	Pano	tsitsan	tsitsan	ts i ts a n	241	483	ts i - ts a n			None
5672	center or middle	Matses	Pano	mananucquio	mananucquio	m a n a n u k + k i o	879	1744 2032	m a n a n u k k i o			None
5673	field	Matses	Pano	tied	tied	t i e d	1977	4003	t i e d			None
5674	shit (defecate)	Matses	Pano	chimu	chimu	tʃ i m u	4877	9798	tʃ i m u			None
5675	shit (defecate)	Matses	Pano	pien	pien	p i e n	4885	1294	p i - e n -			None
5676	want	Matses	Pano	daisid	daisid	d a.i s i d	6135	12401	d e s i d			None
5677	lie down	Matses	Pano	uebud	uebud	w e + b u d	3259	6547 584	u e + b u d	 durative		None
5678	blanket	Matses	Pano	dabidiquete	dabidiquete	d a b i d i + k e + t e	519	3297 1204 161	d a b i d i + k e + t e	 _:verbal _:instr		None
5679	mighty or powerful or strong	Matses	Pano	paë	paë	p a ɨ	3580	1551	- p - a - ɨ	strong		None
5680	mighty or powerful or strong	Matses	Pano	uidën	uidën	u i d ɨ n	3586	7191	u i d ɨ n			None
5681	crawl or creep	Matses	Pano	nimëd	nimëd	n i + m ɨ d	1250	3317 2591	n i m ɨ d	go ?		None
5682	hawk	Matses	Pano	tëoc tëoc	tëoc tëoc	t ɨ o k + t ɨ o k	2725	3535 3535	t ɨ - o k - + t ɨ o k			None
5683	wound	Matses	Pano	bish	bish	b i ʃ	6393	12971	b i ʃ - -			None
5684	wound	Matses	Pano	chiuë	chiuë	tʃ i w ɨ	6402	12969	tʃ i w ɨ			None
5685	deep	Matses	Pano	shodo	shodo	ʃ o d o	1426	2837	ʃ o d o			None
5686	chieftain	Matses	Pano	chuiquid	chuiquid	tʃ u i + k i d	959	299 1178	tʃ u i + k i d	tell agent_nmlz		None
5687	light (weight)	Matses	Pano	ʂacad	ʂacad	ʂ a k a + d	3327	6666 2697	ʂ a k a d	 _:verbal		None
5690	no	Matses	Pano	padenquio	padenquio	p a d e n k i o	3891	7823	p a d e n k i o			None
5693	scrape	Matses	Pano	nis	nis	n i s	4696	1500	n i s			None
5694	scrape	Matses	Pano	nic	nic	n i k	4705	9455	n i k			None
5695	roll	Matses	Pano	bincud	bincud	b i + n k u d	4538	9143 2056	b i + n k u d	spin ?		None
5696	yes	Matses	Pano	ai	ai	a i	6467	13104	a . i			None
5697	only	Matses	Pano	abentsëqui	abentsëqui	a b e n ts ɨ k i	4017	8082	a b e n ts ɨ - k i			None
5698	ring	Matses	Pano	mëusudte	mëusudte	m ɨ + u s u d + t e	4489	948 1646 161	m ɨ + u s u d + t e	hand_prefix ring _:instr		None
5699	turn around	Matses	Pano	bidiac	bidiac	b i d i a k	5968	12049	b i d i a k			None
5700	turn around	Matses	Pano	bincun	bincun	b i n + k u n	5972	12054 1912	b i n k u n			None
5701	ghost	Matses	Pano	chusin	chusin	tʃ u s i n	2448	1209	tʃ u s i n			None
5702	meat	Matses	Pano	nami	nami	n a m i	3522	7088	n a m i	meat		None
5703	some	Matses	Pano	abentse-abentsec	abentse-abentsec	a b e n + ts e + a b e n + ts e k	5261	8064 422 8064 10559	a b e n + ts e +  + a b e n ts e k	one ? one ?		None
5704	animal	Sharanahua	Pano	fishtui	fishtui	β i ʃ t ɨ i	45	64	β i ʃ t ɨ i			None
5705	approach	Sharanahua	Pano	fishtai	fishtai	β i ʃ t a i	77	118	β i ʃ t a i			None
5706	arm	Sharanahua	Pano	poyan	poyan	p u + j a n	81	915 1044	p u + j a n	arm arm		None
5707	armpit	Sharanahua	Pano	pocho	pocho	p u + tʃ u	105	915 2330	p u + tʃ u	arm ?		None
5708	arrive	Sharanahua	Pano	nocoi	nocoi	n u k u + i	109	1173 591	n u k u.i	meet/arrive _:verbal		None
5709	arrow	Sharanahua	Pano	cafiti	cafiti	k a β i t i	124	214	k a β i t i			None
5710	arrow	Sharanahua	Pano	pia	pia	p i a	121	211	p i - a			None
5711	ash	Sharanahua	Pano	mapo	mapo	m a p u	131	237	m a ( - ) p u	dust		None
5712	ask (inquire)	Sharanahua	Pano	yocain	yocain	j u k a + i n	141	271 3628	j u k a i n	ask ?		None
5713	ask (request)	Sharanahua	Pano	cucui	cucui	k ɨ k ɨ + i	159	3626 591	k ɨ k ɨ i	 _:verbal		None
5714	ask (request)	Sharanahua	Pano	yoimai	yoimai	j u.i m a.i	160	4223	j u i m a i			None
5715	axe	Sharanahua	Pano	rurati	rurati	r ɨ r a + t i	174	339 547	r ɨ r a + t i	cut _:n_rel/instr		None
5716	axe	Sharanahua	Pano	yami	yami	j a m i	164	329	j a m i			None
5717	baby	Sharanahua	Pano	facu	facu	β a k ɨ	180	360	β a k ɨ	child		None
5718	back	Sharanahua	Pano	catu	catu	k a + t ɨ	193	208 394	k a + t ɨ	:back-prefix bow		None
5719	back	Sharanahua	Pano	puminti	puminti	p ɨ + m i n t i	195	355 638	p ɨ m i n t i	:back_prefix ?		None
5720	bad	Sharanahua	Pano	chaca	chaca	tʃ a k a	219	427	tʃ a k a			None
5721	bark	Sharanahua	Pano	ihui fichi	ihui fichi	i w i + β i tʃ i	232	72 454	- i w i + β i tʃ ( - ) i	tree skin		None
5722	be born	Sharanahua	Pano	cain	cain	k ai.n	277	5004	k a.i n	go		None
5723	be silent	Sharanahua	Pano	pusiquima	pusiquima	p ɨ s i + k i + m a	292	593 176 809	p ɨ s i + k i + m a	 _:verbal neg		None
5724	beard	Sharanahua	Pano	cushni	cushni	k ɨ + ʃ n i	301	710 697	k ɨ - ʃ - n i	mouth_prefix beard		None
5725	below or under	Sharanahua	Pano	naman	naman	n a m a n	382	758	- - n a m a - n - -			None
5727	belt	Sharanahua	Pano	nanushumuti	nanushumuti	n a + n ɨ ʃ ɨ + m ɨ + t i	403	784 1648 1651 547	n a n ɨ ʃ ɨ m ɨ t i	 ? ? _:n_rel/instr		None
5728	beverage	Sharanahua	Pano	ayati	ayati	a j a + t i	434	3126 547	a j a t i	drink _:n_rel/instr		None
5729	big	Sharanahua	Pano	uhuapa	uhuapa	ɨ w a p a	461	886	ɨ w a p a	small		None
5730	bird	Sharanahua	Pano	puiya	puiya	p ɨ i j a	476	908	p ɨ i j a			None
5731	bite	Sharanahua	Pano	cuyoi	cuyoi	k ɨ j u.i	492	936	k ɨ j u.i			None
5732	bite	Sharanahua	Pano	mocoi	mocoi	m u k u.i	493	937	m u k u i			None
5733	bitter	Sharanahua	Pano	moca	moca	m u k a	498	960	m u k a - -			None
5734	black	Sharanahua	Pano	mapash chushu	mapash chushu	m a p a ʃ + tʃ ɨ ʃ ɨ	511	987 982	m a p a ʃ + - - tʃ ɨ - ʃ ɨ - -	 black		None
5735	black	Sharanahua	Pano	fiso	fiso	β i s u	506	736	β i - - - s u - -	black		None
5736	blood	Sharanahua	Pano	imi	imi	i m i	529	1031	- i m i	blood		None
5737	blow (of wind)	Sharanahua	Pano	shohuanqui	shohuanqui	ʃ u w a n + k i	542	1934 176	ʃ u w a n + k i	 _:verbal		None
5738	blue	Sharanahua	Pano	nanu	nanu	n a n ɨ	569	3652	n a n ɨ			None
5739	blue	Sharanahua	Pano	tonan	tonan	t u n a n	571	1107	t u n a n			None
5740	body	Sharanahua	Pano	yora	yora	j u r a	572	1120	j u r a	body		None
5742	bow	Sharanahua	Pano	cati	cati	k a + t i	606	208 547	k a + t i	:back-prefix _:n_rel/instr		None
5743	bow	Sharanahua	Pano	piacati	piacati	p i a + k a + t i	606	211 208 547	p i a + k a + t i	 :back-prefix _:n_rel/instr		None
5744	boy	Sharanahua	Pano	furonanfacu	furonanfacu	β ɨ r u + n a n + f a k ɨ	616	1213 284 1212	β ɨ r u + n a n + f a k ɨ	soul ? ?		None
5745	boy	Sharanahua	Pano	pushcoai	pushcoai	p ɨ ʃ k u a i	626	294	p ɨ ʃ k u a i	boy		None
5746	brain	Sharanahua	Pano	mapo nati	mapo nati	m a + p u + n a t i	630	707 3159 1244	m a + p u + n a t i	:head head/brain ?		None
5747	brain	Sharanahua	Pano	mapo ruso	mapo ruso	m a + p u + r ɨ s u	630	707 3159 851	m a + p u + r ɨ s u	:head head/brain brain		None
5748	break (destroy or get destroyed)	Sharanahua	Pano	fashnui	fashnui	β a ʃ + n ɨ i	653	1804 1434	β a ʃ n ɨ i			None
5749	break (destroy or get destroyed)	Sharanahua	Pano	nasai	nasai	n a s a.i	661	1277	n a s a i	break		None
5750	breast	Sharanahua	Pano	shoma	shoma	ʃ u + m a	667	1063 1320	ʃ u + m a	chest_prefix breast		None
5751	breast	Sharanahua	Pano	chochon	chochon	tʃ u tʃ u n	665	1062	tʃ u - tʃ u n	chest		None
5752	bridge	Sharanahua	Pano	tapo	tapo	t a p u	689	1362	t a - p - u -	back		None
5753	bring	Sharanahua	Pano	fui	fui	β ɨ + i	718	184 591	β ɨ +i	come _:verbal		None
5754	burn (something)	Sharanahua	Pano	coi	coi	k u.i	727	1443	k u i			None
5755	burn (something)	Sharanahua	Pano	tsacai	tsacai	ts a k a i	744	261	ts a - - - k a i			None
5756	burning	Sharanahua	Pano	facain	facain	β a k a i n	759	1485	β a k a i n			None
5757	burning	Sharanahua	Pano	shoiscai	shoiscai	ʃ u.i s k a.i	762	1487	ʃ u i s k a i			None
5758	bury	Sharanahua	Pano	mai huai	mai huai	m a i + w a i	776	314 1513	m a - i + w a i	earth ?		None
5759	butterfly	Sharanahua	Pano	ahuafuna	ahuafuna	a w a β ɨ n a	791	1539	- a w a β ɨ n a			None
5760	buttocks	Sharanahua	Pano	chipa	chipa	tʃ i + p a	807	1130 1131	tʃ i + p a	ass_prefix ass		None
5761	buy	Sharanahua	Pano	fii	fii	β i + i	814	1589 591	β i i	buy/bring _:verbal		None
5762	call	Sharanahua	Pano	cunai	cunai	k ɨ n a + i	822	1613 591	k ɨ n a i	call _:verbal		None
5763	canoe	Sharanahua	Pano	cuacaini	cuacaini	k ɨ a k a i n i	839	1644	k ɨ a k a i n i			None
5764	canoe	Sharanahua	Pano	shasho	shasho	ʃ a ʃ u	841	2216	ʃ a ʃ u			None
5765	carry	Sharanahua	Pano	nanui	nanui	n a n ɨ + i	855	1663 591	n a n ɨ i	 _:verbal		None
5766	carry	Sharanahua	Pano	foi	foi	β u + i	853	5005 591	β u + i	go _:verbal		None
5767	cassava	Sharanahua	Pano	yoa	yoa	j u a	861	1696	j u - a			None
5768	cat	Sharanahua	Pano	cato	cato	k a t u	870	1718	k a t u			None
5769	cat	Sharanahua	Pano	minshin	minshin	m i n ʃ i n	866	1717	m i n ʃ i n - -			None
5770	chair	Sharanahua	Pano	acamaqui tsaoti	acamaqui tsaoti	a k a m a k i + ts a u + t i	895	1768 2037 547	a k a m a k i + ts a u t i	 sit _:n_rel/instr		None
5771	chair	Sharanahua	Pano	tsaoti	tsaoti	ts a u + t i	887	2037 547	ts a u t i	sit _:n_rel/instr		None
5772	cheek	Sharanahua	Pano	tamo	tamo	t a m u	909	712	- t a m u	cheek		None
5773	chest	Sharanahua	Pano	chochon	chochon	tʃ u tʃ u n	922	1062	tʃ u tʃ u n	chest		None
5774	chest	Sharanahua	Pano	shochi	shochi	ʃ u + tʃ i	913	1063 1064	ʃ u + tʃ i	chest_prefix chest		None
5775	chew	Sharanahua	Pano	chacoaqui	chacoaqui	tʃ a k u + a k i	928	1872 1226	tʃ a k u a + k i	 verbal_stem		None
5776	chicken	Sharanahua	Pano	tacara	tacara	t a k a r a	943	1896	t a - k a r a			None
5777	choose	Sharanahua	Pano	catoin	catoin	k a t u + i n	988	2009 109	k a t u.i n	 verbal_stem		None
5778	claw	Sharanahua	Pano	mutsisi	mutsisi	m ɨ + ts i s i	1002	948 950	m ɨ + ts i s i	hand_prefix nail		None
5779	clean	Sharanahua	Pano	choshtama	choshtama	tʃ u ʃ t a + m a	1014	3830 809	tʃ u ʃ t a m a	dirty neg		None
5780	clean	Sharanahua	Pano	napashun	napashun	n a p a ʃ ɨ n	1030	2071	n a p a ʃ ɨ n	clean		None
5781	cloth	Sharanahua	Pano	pano	pano	p a n u	1042	1875	- - p - a n u	wash		None
5782	cloth	Sharanahua	Pano	poto	poto	p u t u	1046	1595	- - p - u t u			None
5783	clothes	Sharanahua	Pano	nutati	nutati	n ɨ t a t i	1061	2119	n ɨ t a t i			None
5784	clothes	Sharanahua	Pano	sahuuti	sahuuti	s a w ɨ + t i	1049	2114 547	s a w ɨ t i	clothes _:n_rel/instr		None
5785	cold	Sharanahua	Pano	matsi	matsi	m a ts i	1090	2191	m a ts - - i	cold		None
5786	come	Sharanahua	Pano	oi	oi	u i	1136	2263	u i			None
5787	come	Sharanahua	Pano	fucani	fucani	β ɨ + k a n i	1139	184 2126	β ɨ k a n i	come ?		None
5788	send	Sharanahua	Pano	fomai	fomai	β u + m a + i	4758	9584 809 591	β u + m a ü i	 neg _:verbal		None
5789	send	Sharanahua	Pano	nichi	nichi	n i tʃ i	4748	9573	n i tʃ i - - - -			None
5790	cook (something)	Sharanahua	Pano	pichain	pichain	p i + tʃ a.i n	1171	3568 2344	p i + tʃ a.i n	eat cook		None
5791	copulate	Sharanahua	Pano	chotai	chotai	tʃ u t a + i	1198	2399 591	tʃ u t a i	 _:verbal		None
5792	cough	Sharanahua	Pano	ocoi	ocoi	u k u i	1215	1173	- - - u k u - i			None
5793	cover	Sharanahua	Pano	fupoi	fupoi	β ɨ p u + i	1228	9978 591	β ɨ p u i	shut _:verbal		None
5794	cover	Sharanahua	Pano	mafopoi	mafopoi	m a + β u + p u + i	1228	707 715 3159 591	m a + β u + p u + i	:head head/hair head/brain _:verbal		None
5795	crooked	Sharanahua	Pano	yoshto	yoshto	j u ʃ t u	1265	2532	j u ʃ t u -			None
5796	cry	Sharanahua	Pano	uaiqui	uaiqui	w ai + k i	1281	3917 176	w a i + k i	 _:verbal		None
5797	cut	Sharanahua	Pano	rutuin	rutuin	r ɨ t ɨ + i n	1321	6153 2375	r ɨ t ɨ + i n	kill ?		None
5798	cut	Sharanahua	Pano	shatui	shatui	ʃ a t ɨ.i	1309	2634	ʃ a t ɨ i			None
5799	dance	Sharanahua	Pano	monoi	monoi	m u n u.i	1334	2044	m u n u i			None
5800	deaf	Sharanahua	Pano	pasto	pasto	p a s t u	1404	2807	p a s t u			None
5801	deer	Sharanahua	Pano	chasho	chasho	tʃ a ʃ u	1433	2859	tʃ a ʃ u			None
5802	demon	Sharanahua	Pano	yoshi chaca	yoshi chaca	j u ʃ i + tʃ a k a	1441	1209 2891	j u ʃ i - - + tʃ a k a	ghost ?		None
5803	dig	Sharanahua	Pano	poqui	poqui	p u + k i	1473	915 176	p u - - + k i	arm _:verbal		None
5804	dig	Sharanahua	Pano	quini huai	quini huai	k i n i + w a i	1492	2955 2944	k i n i + w a i	 field		None
5805	dirty	Sharanahua	Pano	choshta	choshta	tʃ u ʃ t a	1495	3830	tʃ u ʃ - t a	dirty		None
5806	dirty	Sharanahua	Pano	suya	suya	s ɨ j a	1508	3843	s ɨ j a			None
5807	go down (descend)	Sharanahua	Pano	iquipacui	iquipacui	i k i + p a k ɨ + i	2526	2103 5043 591	i k i p a k ɨ i	 go_down _:verbal		None
5808	dog	Sharanahua	Pano	caman	caman	k a m a n	1526	3025	k a m a n			None
5809	dog	Sharanahua	Pano	pashna	pashna	p a ʃ n a	1537	3029	p a ʃ n a			None
5810	door	Sharanahua	Pano	caincaiti	caincaiti	k a i + n k a i + t i	1551	1677 1682 547	k a i + n k a i + t i	opening ? _:n_rel/instr		None
5811	door	Sharanahua	Pano	cunu fupoti	cunu fupoti	k ɨ + n ɨ + β ɨ + p u + t i	1555	710 1681 681 1673 547	k ɨ + n ɨ + β ɨ + p u + t i	mouth_prefix ? eye/round door _:n_rel/instr		None
5812	drink	Sharanahua	Pano	ayai	ayai	a j a + i	1576	3126 591	a j a i	drink _:verbal		None
5813	drum	Sharanahua	Pano	tapora	tapora	t a p u r a	1582	3148	t a - p u r a			None
5814	drunk	Sharanahua	Pano	pauan	pauan	p a ɨ a n	1594	3167	p a - ɨ - - a n			None
5815	dry	Sharanahua	Pano	shinan	shinan	ʃ i n a n	1605	3190	ʃ i n a n			None
5816	duck	Sharanahua	Pano	nonon	nonon	n u n u n	1620	3219	n u n u n -			None
5817	dust	Sharanahua	Pano	mapo	mapo	m a p u	1638	237	m a ( - ) p u	dust		None
5818	ear	Sharanahua	Pano	pacho	pacho	p a tʃ u	1646	3285	p a - - - tʃ u			None
5819	ear	Sharanahua	Pano	pafiqui	pafiqui	p a β i + k i	1644	665 176	p a β i - k i	ear _:verbal		None
5820	earth (soil)	Sharanahua	Pano	mai	mai	m a i	1655	314	m a i	earth		None
5821	eat	Sharanahua	Pano	pii	pii	p i + i	1666	3568 591	p i i	eat _:verbal		None
5822	egg	Sharanahua	Pano	to	to	t u	1683	3373	t u -			None
5823	elbow	Sharanahua	Pano	poshtoco	poshtoco	p u ʃ + t u k u	1686	926 991	p u ʃ + t u k u	undefined round_bone		None
5824	elbow	Sharanahua	Pano	potin	potin	p u + t i n	1695	926 939	p u + t i n	undefined		None
5825	embrace	Sharanahua	Pano	icoancunfoanni	icoancunfoanni	i k u + a n k ɨ n β u a n n i	1707	3419 3889	i k u a n k ɨ n β u a n n i			None
5826	enter	Sharanahua	Pano	iqui	iqui	i k i	1739	3486	- i k i + k i	 verbal_stem		None
5827	extinguish	Sharanahua	Pano	nocai	nocai	n u k a i	1759	3546	n u k a ( i )			None
5828	eye	Sharanahua	Pano	furo	furo	β ɨ + r u	1771	681 608	β ɨ r u	eye/round eye		None
5829	eyebrow	Sharanahua	Pano	fushpi	fushpi	β ɨ + ʃ p i	1785	681 671	β ɨ ʃ - - p i	eye/round eyebrow		None
5830	face	Sharanahua	Pano	fuso	fuso	β ɨ + s u	1813	681 866	β ɨ s u - -	eye/round lip		None
5831	fall	Sharanahua	Pano	pacui	pacui	p a k ɨ.i	1825	5043	p a k ɨ i	go_down		None
5832	far	Sharanahua	Pano	chai	chai	tʃ a i	1873	2503	tʃ a - - - i	far		None
5833	feather	Sharanahua	Pano	pui nanuti	pui nanuti	p ɨ + i + n a n + ɨ t i	1945	355 1039 1044 1051	p ɨ + i + n a n + ɨ t i	:back_prefix wing hair ?		None
5834	few	Sharanahua	Pano	ichapama	ichapama	i tʃ a + p a + m a	1955	3966 2720 809	i tʃ a p a + m a	many ? neg		None
5835	few	Sharanahua	Pano	onanshta	onanshta	u n a n ʃ t a	1968	3971	u n a n ʃ t a			None
5836	finger	Sharanahua	Pano	mutoti	mutoti	m ɨ + t u t i	2025	948 968	m ɨ t u t i	hand_prefix		None
5837	finish	Sharanahua	Pano	anaiti	anaiti	a n a + i t i	2056	2871 2854	a n a i t i			None
5838	finish	Sharanahua	Pano	unui	unui	ɨ n ɨ + i	2046	4145 591	ɨ n ɨ i	 _:verbal		None
5839	fire	Sharanahua	Pano	chii	chii	tʃ i i	2063	238	tʃ i - i	fire		None
5840	first	Sharanahua	Pano	rufofo	rufofo	r ɨ + β u β u	2084	4231 2795	r ɨ β u β u			None
5841	fish	Sharanahua	Pano	shiman	shiman	ʃ i m a n	2108	4258	ʃ i m a n -			None
5842	flat	Sharanahua	Pano	mispa	mispa	m i s p a	2123	2661	m i s p - - a			None
5843	flat	Sharanahua	Pano	sapa	sapa	s a p a	2113	4280	s a - p - - a			None
5844	flee	Sharanahua	Pano	ichoi	ichoi	i tʃ u + i	2136	4312 591	i tʃ u i	 _:verbal		None
5845	float	Sharanahua	Pano	nonoi	nonoi	n u n u i	2143	4336	n u n u - i			None
5846	flour	Sharanahua	Pano	nisa	nisa	n i s a	2159	4361	n i s a			None
5847	flow	Sharanahua	Pano	afai	afai	a + β a i	2173	77 246	a β a i	_:verbal path		None
5848	flow	Sharanahua	Pano	foi	foi	β u + i	2173	3101 591	β u + i	undefined _:verbal		None
5849	flower	Sharanahua	Pano	charo	charo	tʃ a r u	2185	4402	tʃ a r u			None
5850	flower	Sharanahua	Pano	oa	oa	u a	2178	1054	- u - a	flower		None
5851	flute	Sharanahua	Pano	shainti	shainti	ʃ a i n t i	2195	4427	ʃ a i n - - t i			None
5852	fly (insect)	Sharanahua	Pano	napu	napu	n a p ɨ	2203	497	- - - - n a p ɨ			None
5853	fly (insect)	Sharanahua	Pano	shio	shio	ʃ i u	2211	496	ʃ i - u -			None
5854	fly (move through air)	Sharanahua	Pano	noyai	noyai	n u j a.i	2216	4473	n u j a i			None
5855	fog	Sharanahua	Pano	nishfon	nishfon	n i ʃ β u n	2229	4503	n i ʃ β u n			None
5856	follow	Sharanahua	Pano	chifain	chifain	tʃ i β a.i n	2254	1917	tʃ i β a.i n	follow		None
5857	follow	Sharanahua	Pano	mufoi	mufoi	m ɨ β u i	2262	4547	m ɨ β u i			None
5858	food	Sharanahua	Pano	tushu	tushu	t ɨ ʃ ɨ	2274	1427	t ɨ ʃ ɨ			None
5859	foot	Sharanahua	Pano	tau	tau	t a + ɨ	2278	981 3163	t a + ɨ	:root foot		None
5860	forehead	Sharanahua	Pano	fumanan	fumanan	β ɨ + m a n a n	2301	681 714	β ɨ m a n a n	eye/round face		None
5861	forest	Sharanahua	Pano	chofo	chofo	tʃ u β u	2319	4681	tʃ u β u			None
5862	forest	Sharanahua	Pano	nii pui	nii pui	n i i + p ɨ i	2322	4673 45	n i - i + - p ɨ i	forest ?		None
5863	forget	Sharanahua	Pano	ointiaquima	ointiaquima	w i n t i a + k i + m a	2336	4712 176 809	u i n t i a + k i + m a	 _:verbal neg		None
5864	forget	Sharanahua	Pano	shinanmaqui	shinanmaqui	ʃ i n a.n + m a + k i	2324	351 809 176	ʃ i n a n m a + k i	think/remember neg _:verbal		None
5865	friend	Sharanahua	Pano	afu rafua	afu rafua	a β ɨ + r a β ɨ + a	2353	4232 4238 3605	a β ɨ + r a β ɨ a			None
5866	friend	Sharanahua	Pano	yorahua	yorahua	j u r a + w a	2360	1120 2360	j u r a + w a	body ?		None
5867	fruit	Sharanahua	Pano	fimi	fimi	β i m i	2378	4787	β i m i	fruit		None
5868	full	Sharanahua	Pano	fospia	fospia	β u s p i + a	2387	4052 1834	β u s p i + a	full ?		None
5869	full	Sharanahua	Pano	muma	muma	m ɨ m a	2402	4814	m ɨ m a			None
5870	ghost	Sharanahua	Pano	nustuiti	nustuiti	n ɨ s t ɨ i t i	2455	4914	n ɨ s t ɨ i t i			None
5871	ghost	Sharanahua	Pano	yoshi	yoshi	j u ʃ i	2448	1209	j u ʃ i -	ghost		None
5872	girl	Sharanahua	Pano	shomaya	shomaya	ʃ u m a + j a	2472	7219 5940	ʃ u m a + j a	milk marry		None
5873	give	Sharanahua	Pano	inain	inain	i n a.i n	2479	4958	i n a i n	give		None
5874	go	Sharanahua	Pano	cai	cai	k a.i	2502	5004	k a i			None
5875	go	Sharanahua	Pano	foi	foi	β u + i	2507	5005 591	β u i	go _:verbal		None
5876	go down (descend)	Sharanahua	Pano	fotoi	fotoi	β u + t u + i	2516	5005 591 591	β u + t u + i	go ? _:verbal		None
5877	good	Sharanahua	Pano	shara	shara	ʃ a r a	2564	5135	ʃ a r - - a -			None
5878	grass	Sharanahua	Pano	faasi	faasi	β a.a s i	2585	5170	β a a s i			None
5879	unripe	Sharanahua	Pano	raonan	raonan	r a u n a n	6001	12127	r a u n a n			None
5880	unripe	Sharanahua	Pano	sho	sho	ʃ u	5997	12123	ʃ u - - - - -			None
5881	grind	Sharanahua	Pano	runui	runui	r ɨ n ɨ.i	2614	5222	r ɨ n ɨ.i	grind		None
5882	grind	Sharanahua	Pano	timai	timai	t i m a.i	2618	5223	t i m a i			None
5883	grow	Sharanahua	Pano	yosi	yosi	j u s i	2636	7952	j u s - - i	man		None
5884	hair (head)	Sharanahua	Pano	fo	fo	β u	2657	715	β u ( - )	head/hair		None
5885	half	Sharanahua	Pano	cashcu	cashcu	k a ʃ k ɨ	2667	5339	k a ʃ k ɨ -	half		None
5886	half	Sharanahua	Pano	natio rafu	natio rafu	n a t i u + r a β ɨ	2679	5351 5352	n a t i u + r a β ɨ			None
5887	hand	Sharanahua	Pano	mucu	mucu	m ɨ + k ɨ	2691	948 949	m ɨ k ɨ - - -	hand_prefix hand		None
5888	hand	Sharanahua	Pano	mufi	mufi	m ɨ + β i	2691	948 940	m ɨ β i - - -	hand_prefix finger		None
5889	hard	Sharanahua	Pano	charish	charish	tʃ a r i ʃ	2702	5405	tʃ a - r i ʃ			None
5890	head	Sharanahua	Pano	foshca	foshca	β u + ʃ k a	2728	715 684	β u ( - )	head/hair head		None
5891	head	Sharanahua	Pano	mapo	mapo	m a + p u	2726	707 3159	m a + p u	:head head/brain		None
5892	heart	Sharanahua	Pano	ointi	ointi	u i n t i	2747	5509	- u - i n t i			None
5893	heavy	Sharanahua	Pano	ihuu	ihuu	i w ɨ	2758	5534	- i - w ɨ			None
5894	help	Sharanahua	Pano	ashoin	ashoin	a ʃ u i n	2786	5598	a ʃ u - i n			None
5895	hide (conceal)	Sharanahua	Pano	ihuai	ihuai	i w a + i	2814	2450 591	i w a i	hide _:verbal		None
5896	hide (conceal)	Sharanahua	Pano	onui	onui	u n ɨ + i	2803	5643 591	u n ɨ i	hide _:verbal		None
5897	hole	Sharanahua	Pano	tsuhuu	tsuhuu	ts ɨ w ɨ	2856	5725	ts ɨ w ɨ			None
5898	horn (anatomy)	Sharanahua	Pano	masho	masho	m a ʃ u	2876	5780	m a - - - ʃ - - u			None
5899	hot	Sharanahua	Pano	shana	shana	ʃ a n a	2890	5808	ʃ a n - - a			None
5900	house	Sharanahua	Pano	pushu	pushu	p ɨ ʃ ɨ	2910	5841	p ɨ ʃ ɨ	house		None
5901	hunt	Sharanahua	Pano	nii cai	nii cai	n i i + k a i	2945	4673 3577	n i - i + k a - i	forest ?		None
5902	husband	Sharanahua	Pano	funu	funu	β ɨ n ɨ	2959	4252	β ɨ n ɨ	marry		None
5903	i	Sharanahua	Pano	un	un	ɨ n	2966	413	- - ɨ n	1sg		None
5904	join	Sharanahua	Pano	ichahuai	ichahuai	i tʃ a + w a i	3030	3966 2382	i tʃ a w a i	many ?		None
5905	join	Sharanahua	Pano	topi	topi	t u p i	3035	4838	t u - - p - - i	gather		None
5906	jump	Sharanahua	Pano	fiashiqui	fiashiqui	β i a ʃ i + k i	3042	6097 176	β i a ʃ i + k i	 _:verbal		None
5907	jump	Sharanahua	Pano	taishiqui	taishiqui	t a i ʃ i + k i	3042	2038 176	t a i ʃ i + k i	 _:verbal		None
5908	kill	Sharanahua	Pano	rutui	rutui	r ɨ t ɨ + i	3075	6153 591	r ɨ t ɨ i	kill _:verbal		None
5909	knee	Sharanahua	Pano	ratoco	ratoco	r a + t u k u	3091	992 991	r a - t u - - k - - u -	knee_prefix round_bone		None
5910	kneel	Sharanahua	Pano	ratoconun mai chachi	ratoconun mai chachi	r a + t u k u + n ɨ n + m a i + tʃ a tʃ i	3112	992 991 2284 6223 6220	r a + t u k u + n ɨ n + m a i + tʃ a tʃ i	knee_prefix round_bone ? ? ?		None
5911	know (something)	Sharanahua	Pano	tapin	tapin	t a p i n	3124	6240	- t a - p - i n			None
5912	lake	Sharanahua	Pano	ian	ian	i a n	3127	6267	- i a n -	lake		None
5913	language	Sharanahua	Pano	tsain	tsain	ts a i n	3140	6296	ts a i n	language		None
